name,category,rating,address,subtypes,type,price_estimate,description,combined_text
Rumah Hantu Malioboro,attractions,4.5,"6938+P4W, Jl. Malioboro, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Tourist attraction,wisata,40000,,rumah hantu malioboro attractions tourist attraction malioboro sosromenduran gedong tengen
Becici Peak,attractions,4.6,"Gunungcilik, Jl. Margo Mulyo, Gn. Cilik, Muntuk, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783","National reserve, Tourist attraction",wisata,40000,,becici peak attractions national reserve tourist attraction gunungcilik margo mulyo gn cilik muntuk dlingo bantul
Gunung Gamping,attractions,4.4,"58W9+4VM, Jl. Gamping Tengah, Gamping Tengah, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55294",Tourist attraction,wisata,40000,,gunung gamping attractions tourist attraction gamping tengah gamping tengah ambarketawang gamping sleman
Air Terjun LEPO Dlingo,attractions,4.2,"Dusun, Jl. Pokoh, Pokoh I, Dlingo, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata,40000,,air terjun lepo dlingo attractions tourist attraction dusun pokoh pokoh dlingo dlingo bantul
Gunung Mungker,attractions,4.3,"Pencitrejo, Pantirejo, Terong, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata,40000,,gunung mungker attractions tourist attraction pencitrejo pantirejo terong dlingo bantul
Blue Lagoon Jogja,attractions,4.3,"Area Sawah, Widodomartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584",Tourist attraction,wisata,40000,,blue lagoon jogja attractions tourist attraction area sawah widodomartani ngemplak sleman regency special region
Sukunan Tourism Village,attractions,4.5,"Sukunan, Banyuraden, Gamping, Sleman Regency, Special Region of Yogyakarta 55293",Tourist attraction,wisata,40000,,sukunan tourism village attractions tourist attraction sukunan banyuraden gamping sleman regency special region
Kedung Pedut Waterfall,attractions,4.5,"Jl. Kutogiri Gunung Kelir, Kembang, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",Tourist attraction,wisata,40000,,kedung pedut waterfall attractions tourist attraction kutogiri gunung kelir kembang jatimulyo girimulyo kulon progo
Gunung Ireng,attractions,4.6,"Jl. Jatimulyo, Ngrancahan, Pengkok, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Tourist attraction,wisata,40000,,gunung ireng attractions tourist attraction jatimulyo ngrancahan pengkok patuk gunungkidul
Geoforest Watu Payung Turunan,attractions,4.5,"Turunan, Girisuko, Panggang, Gunungkidul Regency, Special Region of Yogyakarta 55872",Tourist attraction,wisata,40000,,geoforest watu payung turunan attractions tourist attraction turunan girisuko panggang gunungkidul regency special region
Seribu Batu Songgo Langit,attractions,4.6,"Jl. Hutan Pinus Nganjir, Sukorame, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783","Tourist attraction, Park",wisata,40000,,seribu batu songgo langit attractions tourist attraction park hutan pinus nganjir sukorame mangunan dlingo bantul
Gumuk Pasir Parangkusumo,attractions,4.5,"Jl. Pantai Parangkusumo RT. 1 Grogol 10, Jl. Pantai Parangkusumo No.16, Pantai, Parangtritis, Kec. Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55772",Tourist attraction,wisata,40000,,gumuk pasir parangkusumo attractions tourist attraction pantai parangkusumo rt grogol pantai parangkusumo pantai parangtritis kretek bantul
Wisata Kali Gajah Wong Mrican Giwangan,attractions,4.6,"599V+GMV, Mrican, Giwangan, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55163","Tourist attraction, Water park",wisata,40000,,wisata kali gajah wong mrican giwangan attractions tourist attraction water park gmv mrican giwangan umbulharjo city special region
Ledok Sambi Ecopark,attractions,4.7,"Jl. Sambi No.KM. 19,2, Area Sawah, Pakembinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582","Tourist attraction, Paintball center, Restaurant, Park",wisata,50000,,ledok sambi ecopark attractions tourist attraction paintball center restaurant park sambi km area sawah pakembinangun pakem sleman
Lembah UGM Lake,attractions,4.6,"69JM+976, Karang Gayam, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281","Tourist attraction, Park",wisata,40000,,lembah ugm lake attractions tourist attraction park karang gayam caturtunggal depok sleman regency special region
Jurang Tembelan Kanigoro,attractions,4.5,"Jurangtembelan, Kanigoro, Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783",Tourist attraction,wisata,40000,,jurang tembelan kanigoro attractions tourist attraction jurangtembelan kanigoro mangunan dlingo bantul regency special region
The Lost World Castle,attractions,4.3,"Jl. Petung Merapi, Petung, Kepuharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583","Tourist attraction, Park",wisata,40000,,lost world castle attractions tourist attraction park petung merapi petung kepuharjo cangkringan sleman
Batara Sriten Reservoir,attractions,4.5,"5J8J+XXQ, Sriten, Pilangrejo, Kec. Nglipar, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55852",Tourist attraction,wisata,40000,,batara sriten reservoir attractions tourist attraction xxq sriten pilangrejo nglipar gunungkidul
Tlogo Muncar,attractions,4.4,"Jl. Tlogo Putri, Area Hutan, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582","Tourist attraction, Park",wisata,40000,,tlogo muncar attractions tourist attraction park tlogo putri area hutan hargobinangun pakem sleman
Anjungan Harimau Sumatera of Gembira Loka Zoo,area rekreasi alam,4.5,"59RV+GWM, Warungboto, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55165",National reserve,wisata,50000,,anjungan harimau sumatera gembira loka zoo area rekreasi alam national reserve gwm warungboto umbulharjo city special region
Taman Tino Sidin,museums,4.7,"Jl. Tino Sidin No.297, Kdipiro, Ngestiharjo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Tourist attraction, Art museum",wisata,40000,,taman tino sidin museums tourist attraction art museum tino sidin kdipiro ngestiharjo kasihan bantul
Desa Wisata Kaki Langit,attractions,4.6,"3C8C+RWM, Cempluk, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata,40000,,desa wisata kaki langit attractions tourist attraction rwm cempluk mangunan dlingo bantul
Taman Gua Sarpa of Gembira Loka Zoo,area rekreasi alam,4.8,"59WW+7WJ, Rejowinangun, Kotagede, Yogyakarta City, Special Region of Yogyakarta 55171",National reserve,wisata,50000,,taman gua sarpa gembira loka zoo area rekreasi alam national reserve rejowinangun kotagede city special region
Grojogan Sewu Waterfall,attractions,4.2,"64XP+688, Beteng, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",Tourist attraction,wisata,40000,,grojogan sewu waterfall attractions tourist attraction beteng jatimulyo girimulyo kulon progo
Randusari Falls,attractions,4.3,"Jl. Randusari No.03, Rejosari, Jatimulyo, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata,40000,,randusari falls attractions tourist attraction randusari rejosari jatimulyo dlingo bantul
Air Terjun SIDOBALI,attractions,5.0,"Jl. Sidobali No.384, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165",Tourist attraction,wisata,40000,,air terjun sidobali attractions tourist attraction sidobali muja muju umbulharjo
Luweng Sampang Waterfalls,attractions,4.0,"Jl. Juminahan, Kayen, Sampang, Kec. Gedang Sari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55863",Tourist attraction,wisata,40000,,luweng sampang waterfalls attractions tourist attraction juminahan kayen sampang gedang sari gunungkidul
Air Terjun Sidoharjo,attractions,4.5,"Gorolangu, Sidoharjo, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673",Tourist attraction,wisata,40000,,air terjun sidoharjo attractions tourist attraction gorolangu sidoharjo samigaluh kulon progo regency special region
Air Terjun Banyu Nibo,attractions,4.3,"Sanggrahan 2, Muntuk, Dlingo, Sanggrahan II, Muntuk, Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata,40000,,air terjun banyu nibo attractions tourist attraction sanggrahan muntuk dlingo sanggrahan ii muntuk bantul bantul
Air Terjun Kedung Kandang,attractions,4.0,"Gn. Butak, Nglanggeran, Patuk, Gunungkidul Regency, Special Region of Yogyakarta 55862",Tourist attraction,wisata,40000,,air terjun kedung kandang attractions tourist attraction gn butak nglanggeran patuk gunungkidul regency special region
Seven-Tiered Waterfall,attractions,4.4,"Bangunrejo, Merdikorejo, Tempel, Sleman Regency, Special Region of Yogyakarta 55552",Tourist attraction,wisata,40000,,seven tiered waterfall attractions tourist attraction bangunrejo merdikorejo tempel sleman regency special region
Wisata Air Terjun Sri Gethuk,attractions,4.4,"Jl. Air Terjun Sri Gethuk, Mungguran II, Bleberan, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55816",Tourist attraction,wisata,40000,,wisata air terjun sri gethuk attractions tourist attraction air terjun sri gethuk mungguran ii bleberan playen gunungkidul
Air Terjun Kembang Soka,attractions,4.7,"Jl. Raya Kaligesing, Banyunganti, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674","Tourist attraction, Park",wisata,40000,,air terjun kembang soka attractions tourist attraction park raya kaligesing banyunganti jatimulyo girimulyo kulon progo
Curug Banyunibo,attractions,4.2,"47JQ+R6R, Kabrokan Kulon, RT./rw:02/RW.00, Kabrokan Wetan, Sendangsari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",Tourist attraction,wisata,40000,,curug banyunibo attractions tourist attraction kabrokan kulon rt rw rw kabrokan wetan sendangsari pajangan bantul
Air Terjun Selarong,attractions,5.0,"48Q8+9XQ, Kembang Putihan, Guwosari, Pajangan, Bantul Regency, Special Region of Yogyakarta 55751",Tourist attraction,wisata,40000,,air terjun selarong attractions tourist attraction kembang putihan guwosari pajangan bantul regency special region
Grojogan Watu Purbo,attractions,4.5,"Jl. Grojogan Watu Purbo, Bangunrejo, Merdikorejo, Kec. Tempel, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55552",Tourist attraction,wisata,40000,,grojogan watu purbo attractions tourist attraction grojogan watu purbo bangunrejo merdikorejo tempel sleman
Air Terjun Banyunibo,attractions,4.1,"4GVX+M58, Batur, Putat, Patuk, Kepil, Putat, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Tourist attraction,wisata,40000,,air terjun banyunibo attractions tourist attraction batur putat patuk kepil putat patuk gunungkidul
Grojogan Tuwondo,attractions,3.9,"4CMJ+QVM, Lemah Abang, Banyakan 3, Sitimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",Tourist attraction,wisata,40000,,grojogan tuwondo attractions tourist attraction qvm lemah abang banyakan sitimulyo piyungan bantul
Gogor Park Falls Patuk Gunungkidul,attractions,4.4,"4FRQ+XGV, Ngasemayu, Salam, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Tourist attraction,wisata,40000,,gogor park falls patuk gunungkidul attractions tourist attraction xgv ngasemayu salam patuk gunungkidul
Sendang Ayu Bedrock Falls,attractions,4.7,"3GVG+GJR, Banaran V, Banaran, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",Tourist attraction,wisata,40000,,sendang ayu bedrock falls attractions tourist attraction gjr banaran banaran playen gunungkidul
Air Terjun Balong,attractions,3.8,"2CMG+6CV, Unnamed Road, Nogosari, Selopamioro, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782",Tourist attraction,wisata,40000,,air terjun balong attractions tourist attraction unnamed road nogosari selopamioro imogiri bantul
Curug Pulosari,attractions,3.9,"47QP+JR9, Krebet, Sendangsari, Pajangan, Krebet, Sendangsari, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",Tourist attraction,wisata,40000,,curug pulosari attractions tourist attraction krebet sendangsari pajangan krebet sendangsari bantul bantul
Wisata Alam Jurug Gedhe꧋ꦮꦠꦸꦥꦪꦸꦁ,attractions,4.1,"5GGP+7J2, Gembyong, Ngoro-oro, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Tourist attraction,wisata,40000,,wisata alam jurug gedhe attractions tourist attraction gembyong ngoro oro patuk gunungkidul
Surupetek cascade Fall,area mendaki,4.7,"4C3P+945, Bojong, Wonolelo, Kec. Pleret, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55791",Hiking area,wisata,50000,,surupetek cascade fall area mendaki hiking area bojong wonolelo pleret bantul
Air Terjun Klampok,attractions,4.2,"289X+M9X, Jl. Siluk-Parangtritis, Soko, Seloharjo, Kec. Pundong, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55771",Tourist attraction,wisata,40000,,air terjun klampok attractions tourist attraction siluk parangtritis soko seloharjo pundong bantul
Gunung Nglanggeran,unknown,4.8,"Tlogo, Terbah, Patuk, Gunungkidul Regency, Special Region of Yogyakarta",Mountain peak,wisata,50000,,gunung nglanggeran unknown mountain peak tlogo terbah patuk gunungkidul regency special region
Ancient Volcano Nglanggeran,attractions,4.6,"Nglanggeran Wetan, Nglanggeran, Patuk, Gunungkidul Regency, Special Region of Yogyakarta 55862",Tourist attraction,wisata,40000,,ancient volcano nglanggeran attractions tourist attraction nglanggeran wetan nglanggeran patuk gunungkidul regency special region
Gunung Patuk,unknown,4.5,"Kasih, Tamantirto, Kasihan, Bantul Regency, Special Region of Yogyakarta",Mountain peak,wisata,50000,,gunung patuk unknown mountain peak kasih tamantirto kasihan bantul regency special region
Gunung Sempu,unknown,4.6,"Kembaran, Tamantirto, Kasihan, Bantul Regency, Special Region of Yogyakarta",Mountain peak,wisata,50000,,gunung sempu unknown mountain peak kembaran tamantirto kasihan bantul regency special region
Mount Merapi,unknown,4.4,"Hutan, Ngargomulyo, Dukun, Magelang Regency, Central Java",Volcano,wisata,50000,,mount merapi unknown volcano hutan ngargomulyo dukun magelang regency central java
Gunungketur,unknown,0.0,"Pakualaman, Yogyakarta City, Special Region of Yogyakarta",unknown,wisata,50000,,gunungketur unknown unknown pakualaman city special region
Bukit Klangon,attractions,4.6,"Jl. Srunen-Glagaharjo, Kalitengah Lor, Glagaharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583","Tourist attraction, Campground, Park, Scenic spot",wisata,40000,,bukit klangon attractions tourist attraction campground park scenic spot srunen glagaharjo kalitengah lor glagaharjo cangkringan sleman
Kawasan Ekowisata Gunung Api Purba Nglanggeran,attractions,4.6,"Jl. Ngoro Ngoro Ombo, Nglanggeran Wetan, Nglanggeran, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862","Tourist attraction, Ecological park",wisata,40000,,kawasan ekowisata gunung api purba nglanggeran attractions tourist attraction ecological park ngoro ngoro ombo nglanggeran wetan nglanggeran patuk gunungkidul
Gunung Gambar,attractions,4.5,"5MHC+GJ8, Wonosari, Kampung, Kec. Ngawen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55853",Tourist attraction,wisata,40000,,gunung gambar attractions tourist attraction wonosari kampung ngawen gunungkidul
Yogyakarta,unknown,0.0,"Yogyakarta City, Special Region of Yogyakarta",unknown,wisata,50000,,unknown unknown city special region
Bukit Paralayang Watugupit,attractions,4.7,"X8FW+9HH, Jl.Watugupi Jl. Paralayang, Area Hutan, Giricahyo, Kec. Purwosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55872",Tourist attraction,wisata,40000,,bukit paralayang watugupit attractions tourist attraction watugupi paralayang area hutan giricahyo purwosari gunungkidul
Merapi Volcano Museum,museums,4.4,"9CMC+7RJ, Jl. Banteng No.22, Banteng, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582","Tourist attraction, Museum",wisata,40000,,merapi volcano museum museums tourist attraction museum banteng banteng hargobinangun pakem sleman
Lava Merapi and Alien Stone,attractions,4.6,"9FX4+346, Jambu, Kepuharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",Tourist attraction,wisata,40000,,lava merapi alien stone attractions tourist attraction jambu kepuharjo cangkringan sleman
PO. Gunung Harta,biro wisata,4.4,"Jl. Ringroad Timur No.9, Pelem Mulong, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198","Tour agency, Bus ticket agency",wisata,50000,,po gunung harta biro wisata tour agency bus ticket agency ringroad timur pelem mulong banguntapan banguntapan bantul
Taman Nasional Gunung Merapi,kantor pemerintah,4.5,"Jl. Kaliurang KM 22,6, Hargobinangun, Pakem, Area Hutan, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",Government office,wisata,50000,,taman nasional gunung merapi kantor pemerintah government office kaliurang km hargobinangun pakem area hutan hargobinangun pakem sleman
Gunung Sempu Cemetery,attractions,4.5,"Sembungan, Bangunjiwo, Kasihan, Bantul Regency, Special Region of Yogyakarta 55184","Cemetery, Tourist attraction",wisata,40000,,gunung sempu cemetery attractions cemetery tourist attraction sembungan bangunjiwo kasihan bantul regency special region
"Wisma Gunung Merah, YOGYAKARTA",asosiasi/organisasi,4.7,"Kricak, Tegalrejo, Yogyakarta City, Special Region of Yogyakarta 55242",Association / Organization,wisata,50000,,wisma gunung merah asosiasi organisasi association organization kricak tegalrejo city special region
Gn. Cilik,unknown,0.0,"Tirtonirmolo, Kasihan, Bantul Regency, Special Region of Yogyakarta",unknown,wisata,50000,,gn cilik unknown unknown tirtonirmolo kasihan bantul regency special region
